Rk,I,Player,Split,Year,G,PA,GS,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
151,,AJ Pollock\polloaj01,vs LHP,2021,69,139,,125,22,36,7,0,7,17,3,1,12,26,0.288,0.36,0.512,0.872,64,1,2,0,0,3,0,0.315,97,136
152,,Dominic Smith\smithdo02,vs LHP,2021,80,139,,125,7,39,7,0,2,20,0,0,11,28,0.312,0.367,0.416,0.783,52,3,1,0,2,0,1,0.381,135,115
153,,Dylan Carlson\carlsdy01,vs LHP,2021,70,138,,123,22,42,8,0,5,19,0,0,12,32,0.342,0.394,0.529,0.923,65,1,0,1,2,0,1,0.421,136,150
154,,Paul Goldschmidt\goldspa01,vs LHP,2021,66,138,,123,26,43,11,1,8,30,5,0,13,28,0.35,0.413,0.65,1.063,80,3,1,0,1,0,2,0.398,140,186
155,,Trent Grisham\grishtr01,vs LHP,2021,72,138,,115,12,30,3,2,5,24,3,2,16,26,0.261,0.372,0.452,0.825,52,4,5,1,1,0,1,0.294,123,125
156,,Will Smith\smithwi05,vs LHP,2021,71,138,,121,18,28,4,0,6,11,2,0,15,26,0.231,0.319,0.413,0.732,50,3,1,0,1,4,3,0.244,71,99
157,,Raimel Tapia\tapiara01,vs LHP,2021,78,138,,130,17,38,7,0,0,10,4,3,6,17,0.292,0.321,0.346,0.667,45,2,0,1,1,0,2,0.333,91,84
158,,Gio Urshela\urshegi01,vs LHP,2021,66,138,,133,13,39,9,1,4,13,1,0,3,37,0.293,0.312,0.466,0.778,62,5,1,0,1,0,0,0.376,115,110
159,,Alec Bohm\bohmal01,vs LHP,2021,66,137,,121,20,35,6,0,4,19,0,0,12,36,0.289,0.358,0.438,0.796,53,3,2,0,2,0,1,0.374,145,117
160,,Willi Castro\castrwi01,vs LHP,2021,66,136,,128,17,36,8,1,1,15,1,1,5,22,0.281,0.311,0.383,0.694,49,3,1,1,1,0,2,0.33,123,89
161,,Elias Diaz\diazel01,vs LHP,2021,65,135,,120,14,29,6,0,6,13,0,0,15,27,0.242,0.326,0.442,0.768,53,2,0,0,0,1,0,0.264,100,108
162,,Luis Urias\uriaslu01,vs LHP,2021,74,135,,115,22,28,5,0,7,18,1,1,14,23,0.244,0.331,0.47,0.8,54,2,2,1,2,0,1,0.241,102,117
163,,Jesus Aguilar\aguilje01,vs LHP,2021,62,134,,112,11,29,6,0,5,19,0,0,17,28,0.259,0.358,0.446,0.805,50,2,2,0,3,3,0,0.293,106,119
164,,Carson Kelly\kellyca02,vs LHP,2021,63,134,,112,20,35,4,1,9,27,0,0,19,19,0.313,0.41,0.607,1.018,68,2,1,0,2,1,1,0.302,167,174
165,,Fernando Tatis Jr.\tatisfe02,vs LHP,2021,63,134,,116,23,33,9,0,9,21,4,1,17,36,0.285,0.373,0.595,0.968,69,2,0,0,1,3,1,0.333,100,160
166,,Joey Wendle\wendljo01,vs LHP,2021,71,134,,119,15,24,4,2,2,11,2,2,11,35,0.202,0.284,0.319,0.603,38,3,3,0,1,0,2,0.265,65,66
167,,Yu Chang\changyu01,vs LHP,2021,62,132,,124,12,28,6,2,4,18,0,0,6,36,0.226,0.265,0.403,0.668,50,2,1,0,1,0,1,0.282,94,80
168,,Willson Contreras\contrwi01,vs LHP,2021,56,132,,116,21,33,5,0,8,23,2,1,14,33,0.285,0.356,0.535,0.891,62,3,0,0,2,1,1,0.325,127,140
169,,Ramon Urias\uriasra01,vs LHP,2021,57,132,,119,17,28,5,0,5,15,1,1,12,36,0.235,0.311,0.403,0.714,48,1,1,0,0,0,1,0.295,84,94
170,,Maikel Franco\francma02,vs LHP,2021,61,131,,121,15,24,9,0,2,13,0,0,7,25,0.198,0.244,0.322,0.567,39,3,1,0,2,0,1,0.229,87,54
171,,Gary Sanchez\sanchga02,vs LHP,2021,64,130,,113,22,26,7,0,8,19,0,0,16,30,0.23,0.331,0.504,0.835,57,0,1,0,0,1,1,0.24,127,125
172,,Max Kepler\keplema01,vs LHP,2021,71,129,,115,7,18,4,1,2,8,2,0,11,26,0.157,0.248,0.261,0.509,30,0,3,0,0,0,1,0.184,44,40
173,,Ramon Laureano\laurera01,vs LHP,2021,52,129,,115,15,35,9,1,3,11,5,3,11,24,0.304,0.38,0.478,0.858,55,3,3,0,0,0,1,0.364,128,134
174,,Mike Zunino\zuninmi01,vs LHP,2021,65,129,,114,26,39,8,2,16,30,0,0,14,36,0.342,0.419,0.868,1.287,99,2,1,0,0,0,2,0.371,195,240
175,,Avisail Garcia\garciav01,vs LHP,2021,71,128,,104,21,29,8,0,6,19,1,2,20,24,0.279,0.406,0.529,0.935,55,3,3,0,1,4,1,0.307,131,154
176,,James McCann\mccanja02,vs LHP,2021,74,128,,113,6,29,5,0,4,19,1,0,13,34,0.257,0.336,0.407,0.743,46,4,1,0,1,0,0,0.329,131,103
177,,Hanser Alberto\alberha01,vs LHP,2021,70,127,,119,12,34,10,2,2,15,2,1,4,12,0.286,0.318,0.454,0.771,54,1,2,1,1,0,0,0.302,122,108
178,,Eric Haase\haaseer01,vs LHP,2021,56,127,,120,21,34,4,0,11,25,1,0,6,38,0.283,0.315,0.592,0.907,71,5,0,0,1,0,2,0.319,139,141
179,,Martin Maldonado\maldoma01,vs LHP,2021,63,126,,113,13,24,1,1,5,18,0,0,11,37,0.212,0.294,0.372,0.665,42,4,2,0,0,0,0,0.268,132,81
180,,Harold Ramirez\ramirha02,vs LHP,2021,62,126,,118,13,34,12,0,2,12,0,0,7,19,0.288,0.333,0.441,0.774,52,4,1,0,0,0,3,0.33,120,110
181,,Ronald Torreyes\torrero01,vs LHP,2021,59,126,,116,13,33,6,0,3,17,0,0,9,16,0.285,0.341,0.414,0.755,48,2,1,0,0,1,0,0.309,139,106
182,,Mike Yastrzemski\yastrmi01,vs LHP,2021,67,126,,112,18,19,4,0,2,7,0,0,11,33,0.17,0.254,0.259,0.513,29,3,2,0,1,0,2,0.218,38,42
183,,Christian Yelich\yelicch01,vs LHP,2021,78,126,,107,10,20,4,2,2,12,1,0,17,38,0.187,0.294,0.318,0.612,34,0,0,0,2,0,1,0.261,67,68
184,,Yan Gomes\gomesya01,vs LHP,2021,54,125,,121,20,38,9,0,7,22,0,0,2,25,0.314,0.328,0.562,0.89,68,3,1,0,1,0,1,0.344,143,138
185,,Ian Happ\happia01,vs LHP,2021,71,125,,108,18,23,6,0,3,12,2,0,13,38,0.213,0.301,0.352,0.653,38,6,1,2,1,0,1,0.294,74,79
186,,Kevin Pillar\pillake01,vs LHP,2021,66,125,,121,12,29,4,0,6,11,0,1,2,26,0.24,0.256,0.422,0.678,51,0,1,0,1,0,3,0.256,94,81
187,,Corey Seager\seageco01,vs LHP,2021,60,124,,115,13,38,7,0,6,22,0,1,6,27,0.33,0.371,0.548,0.919,63,4,2,0,1,0,0,0.386,99,148
188,,Nolan Arenado\arenano01,vs LHP,2021,59,123,,112,19,33,6,0,9,26,0,0,9,19,0.295,0.342,0.589,0.931,66,4,0,0,2,0,0,0.279,129,149
189,,Asdrubal Cabrera\cabreas01,vs LHP,2021,65,123,,109,13,28,9,0,2,16,1,0,12,25,0.257,0.333,0.395,0.728,43,2,1,0,1,1,1,0.313,114,99
190,,Donovan Solano\solando01,vs LHP,2021,59,123,,113,17,34,5,0,5,16,1,0,7,17,0.301,0.344,0.478,0.822,54,4,1,1,1,1,4,0.315,118,123
191,,Kyle Farmer\farmeky01,vs LHP,2021,70,122,,113,22,29,4,0,7,10,0,1,6,20,0.257,0.312,0.478,0.789,54,4,3,0,0,0,2,0.256,113,112
192,,Kevin Kiermaier\kiermke01,vs LHP,2021,65,122,,112,12,30,5,2,0,11,3,0,7,36,0.268,0.328,0.348,0.676,39,1,3,0,0,0,1,0.395,90,86
193,,Abraham Toro\toroab01,vs LHP,2021,54,122,,108,15,27,5,0,0,8,0,1,11,21,0.25,0.336,0.296,0.632,32,3,3,0,0,0,3,0.31,86,76
194,,Ke'Bryan Hayes\hayeske01,vs LHP,2021,51,120,,111,18,31,8,2,1,12,0,0,8,23,0.279,0.325,0.414,0.739,46,3,0,0,1,0,1,0.341,114,101
195,,Brandon Nimmo\nimmobr01,vs LHP,2021,52,120,,98,14,30,4,1,1,7,0,0,19,27,0.306,0.429,0.398,0.827,39,0,2,1,0,0,0,0.414,98,130
196,,Eddie Rosario\rosared01,vs LHP,2021,61,120,,113,9,30,3,1,2,23,3,2,4,20,0.266,0.288,0.363,0.651,41,0,0,2,1,0,1,0.304,78,77
197,,Juan Lagares\lagarju01,vs LHP,2021,60,119,,111,19,28,11,1,3,11,0,2,5,24,0.252,0.288,0.451,0.739,50,3,1,1,1,0,0,0.294,129,98
198,,Buster Posey\poseybu01,vs LHP,2021,60,119,,106,23,39,9,0,6,18,0,0,12,22,0.368,0.429,0.623,1.051,66,5,0,0,1,5,0,0.418,135,184
199,,Freddy Galvis\galvifr01,vs LHP,2021,64,118,,112,19,30,7,0,5,16,1,0,5,20,0.268,0.297,0.464,0.761,52,3,0,0,1,0,1,0.284,112,105
200,,Jesse Winker\winkeje01,vs LHP,2021,63,118,,102,13,18,2,0,3,15,0,0,15,28,0.177,0.288,0.284,0.572,29,2,1,0,0,0,0,0.211,24,58
201,,Yonathan Daza\dazayo01,vs LHP,2021,59,117,,108,12,32,5,1,1,10,1,0,7,23,0.296,0.339,0.389,0.728,42,5,0,2,0,0,1,0.369,112,100
202,,Patrick Wisdom\wisdopa01,vs LHP,2021,66,117,,103,18,23,5,0,8,15,1,0,14,52,0.223,0.316,0.505,0.821,52,1,0,0,0,1,0,0.349,101,120
203,,Ryan Zimmerman\zimmery01,vs LHP,2021,54,116,,110,15,32,11,0,7,24,0,0,5,35,0.291,0.319,0.582,0.901,64,6,0,0,1,0,0,0.362,135,140
204,,Brett Gardner\gardnbr01,vs LHP,2021,70,115,,95,9,24,2,0,1,6,0,0,12,30,0.253,0.346,0.305,0.651,29,0,2,5,1,0,1,0.354,90,81
205,,Ketel Marte\marteke01,vs LHP,2021,53,115,,106,22,41,13,0,8,23,0,0,7,14,0.387,0.435,0.736,1.171,78,3,2,0,0,3,0,0.393,154,213
206,,Francisco Mejia\mejiafr01,vs LHP,2021,50,115,,105,14,29,5,0,3,10,0,0,10,22,0.276,0.339,0.41,0.749,43,3,0,0,0,0,2,0.325,104,105
207,,Luis Arraez\arraelu01,vs LHP,2021,61,114,,99,9,25,5,1,0,9,0,0,13,20,0.253,0.333,0.323,0.657,32,2,0,0,2,0,0,0.309,79,82
208,,Chad Pinder\pindech01,vs LHP,2021,55,114,,103,15,30,7,1,5,18,1,0,10,27,0.291,0.36,0.524,0.884,54,3,1,0,0,0,1,0.352,148,139
209,,Pat Valaika\valaipa01,vs LHP,2021,55,113,,103,9,22,2,0,2,11,0,0,8,24,0.214,0.266,0.291,0.557,30,1,0,0,2,0,0,0.253,106,53
210,,Joc Pederson\pederjo01,vs LHP,2021,64,112,,98,9,26,5,0,2,17,0,0,10,25,0.265,0.348,0.378,0.726,37,3,3,0,1,0,3,0.333,102,100
211,,Victor Robles\roblevi01,vs LHP,2021,55,112,,91,13,16,3,0,1,4,2,1,14,27,0.176,0.33,0.242,0.572,22,2,7,0,0,2,2,0.238,89,61
212,,Rougned Odor\odorro01,vs LHP,2021,55,111,,97,14,22,2,0,6,12,0,0,10,26,0.227,0.324,0.433,0.757,42,2,4,0,0,0,0,0.246,128,106
213,,Aledmys Diaz\diazal02,vs LHP,2021,50,110,,102,13,27,9,0,4,20,0,1,7,19,0.265,0.318,0.471,0.789,48,2,1,0,0,1,2,0.291,117,113
214,,Wander Franco\francwa01,vs LHP,2021,46,110,,98,23,35,8,2,4,16,1,0,11,10,0.357,0.418,0.602,1.02,59,2,0,0,1,0,2,0.365,151,176
215,,Jeff McNeil\mcneije01,vs LHP,2021,69,110,,99,9,25,3,1,0,8,0,0,8,19,0.253,0.327,0.303,0.63,30,3,3,0,0,0,0,0.313,88,75
216,,Kurt Suzuki\suzukku01,vs LHP,2021,52,110,,99,7,24,3,0,5,9,0,0,4,17,0.242,0.312,0.424,0.736,42,5,6,1,0,0,1,0.247,130,100
217,,Mike Brosseau\brossmi01,vs LHP,2021,49,109,,94,15,22,6,0,4,14,2,0,13,30,0.234,0.321,0.426,0.747,40,0,0,0,2,0,3,0.29,143,103
218,,Jordan Luplow\luplojo01,vs LHP,2021,43,109,,90,9,15,4,0,5,10,0,2,19,33,0.167,0.312,0.378,0.69,34,1,0,0,0,0,0,0.192,79,89
219,,Akil Baddoo\baddoak01,vs LHP,2021,58,108,,98,11,21,1,1,0,11,1,0,9,33,0.214,0.278,0.245,0.523,24,1,0,0,1,0,0,0.318,40,46
220,,Ben Gamel\gamelbe01,vs LHP,2021,62,108,,97,8,23,5,1,1,7,1,0,5,28,0.237,0.283,0.34,0.623,33,2,2,2,2,0,1,0.314,69,70
221,,Niko Goodrum\goodrni01,vs LHP,2021,50,108,,95,14,26,3,1,2,10,6,2,11,33,0.274,0.352,0.39,0.741,37,1,1,0,1,0,1,0.393,129,104
222,,Justin Upton\uptonju01,vs LHP,2021,53,107,,89,15,20,2,0,7,15,1,0,17,31,0.225,0.355,0.483,0.838,43,4,1,0,0,0,0,0.255,138,127
223,,Didi Gregorius\gregodi01,vs LHP,2021,68,106,,89,6,14,3,0,3,14,0,0,7,19,0.157,0.264,0.292,0.556,26,2,7,0,3,0,0,0.157,77,53
224,,Gregory Polanco\polangr01,vs LHP,2021,63,106,,93,8,16,3,0,0,9,3,1,8,36,0.172,0.236,0.204,0.44,19,5,1,0,4,0,0,0.262,41,23
225,,Brendan Rodgers\rodgebr02,vs LHP,2021,55,106,,101,18,32,8,0,8,19,0,0,3,14,0.317,0.349,0.634,0.983,64,1,2,0,0,0,2,0.304,141,162
226,,Mitch Garver\garvemi01,vs LHP,2021,48,105,,93,10,20,4,0,6,16,0,0,10,32,0.215,0.286,0.452,0.737,42,3,0,0,2,0,0,0.246,67,98
227,,Jon Berti\bertijo01,vs LHP,2021,57,104,,87,12,14,3,0,2,6,1,3,16,24,0.161,0.289,0.264,0.553,23,2,0,0,1,0,0,0.194,77,54
228,,Alcides Escobar\escobal02,vs LHP,2021,43,104,,93,17,26,10,0,0,4,0,0,5,19,0.28,0.356,0.387,0.743,36,0,6,0,0,0,0,0.351,101,104
229,,Jack Mayfield\mayfija01,vs LHP,2021,46,103,,94,12,21,3,0,5,13,2,0,7,23,0.223,0.282,0.415,0.697,39,3,1,0,1,0,2,0.239,111,88
230,,Matt Duffy\duffyma01,vs LHP,2021,49,102,,89,18,24,4,0,0,5,4,0,11,15,0.27,0.363,0.315,0.677,28,5,2,0,0,0,0,0.324,84,89
231,,David Bote\boteda01,vs LHP,2021,55,100,,89,9,19,4,1,4,16,0,1,9,25,0.214,0.29,0.416,0.706,37,1,1,0,1,0,1,0.246,131,91
232,,Guillermo Heredia\heredgu01,vs LHP,2021,56,100,,89,15,23,12,0,1,7,0,0,8,19,0.258,0.33,0.427,0.757,38,1,2,0,1,0,0,0.314,127,106
233,,Santiago Espinal\espinsa01,vs LHP,2021,54,99,,92,11,32,5,0,0,7,2,0,7,11,0.348,0.394,0.402,0.796,37,2,0,0,0,0,0,0.395,104,120
234,,Ryan Jeffers\jeffery01,vs LHP,2021,47,99,,89,13,20,3,0,5,13,0,0,10,36,0.225,0.303,0.427,0.73,38,1,0,0,0,0,0,0.313,119,98
235,,Stephen Piscotty\piscost01,vs LHP,2021,52,99,,90,9,23,6,0,2,7,0,0,8,17,0.256,0.323,0.389,0.712,35,2,1,0,0,0,1,0.296,125,95
236,,Aristides Aquino\aquinar01,vs LHP,2021,57,98,,81,11,16,2,0,6,13,0,2,15,28,0.198,0.316,0.444,0.761,36,0,0,0,2,1,0,0.204,115,106
237,,Gavin Lux\luxga01,vs LHP,2021,55,98,,85,7,16,2,0,1,5,1,0,12,24,0.188,0.286,0.247,0.533,21,1,0,0,1,0,1,0.246,55,49
238,,Oscar Mercado\mercaos01,vs LHP,2021,50,98,,85,10,25,6,0,2,6,3,1,11,14,0.294,0.381,0.435,0.817,37,1,1,1,0,0,1,0.333,145,124
239,,Tyler O'Neill\oneilty01,vs LHP,2021,50,98,,83,16,24,8,0,7,14,1,1,13,28,0.289,0.388,0.639,1.026,53,2,1,0,1,0,2,0.347,124,175
240,,Andy Ibanez\ibanean01,vs LHP,2021,42,97,,93,11,32,8,0,3,12,0,0,3,10,0.344,0.371,0.527,0.898,49,1,1,0,0,0,1,0.363,137,143
241,,Tony Kemp\kempto01,vs LHP,2021,49,97,,75,16,18,1,0,2,10,4,0,17,18,0.24,0.402,0.333,0.735,25,0,4,0,1,0,2,0.286,85,106
242,,Cody Bellinger\bellico01,vs LHP,2021,57,96,,86,8,10,0,1,1,4,0,0,10,20,0.116,0.208,0.174,0.383,15,1,0,0,0,0,1,0.139,44,7
243,,Lewis Brinson\brinsle01,vs LHP,2021,50,96,,90,6,23,5,0,4,12,1,0,6,26,0.256,0.302,0.444,0.747,40,2,0,0,0,0,1,0.317,133,101
244,,Yasmani Grandal\grandya01,vs LHP,2021,52,96,,64,18,17,0,0,6,16,0,0,29,21,0.266,0.484,0.547,1.031,35,3,0,1,2,0,0,0.282,120,183
245,,Jose Trevino\trevijo01,vs LHP,2021,44,96,,90,12,17,6,0,0,3,1,0,4,12,0.189,0.223,0.256,0.479,23,7,0,2,0,0,1,0.218,59,31
246,,Colin Moran\moranco01,vs LHP,2021,58,95,,82,5,14,2,0,2,9,0,0,11,23,0.171,0.284,0.268,0.553,22,4,2,0,0,0,1,0.211,54,53
247,,George Springer\springe01,vs LHP,2021,45,93,,78,12,22,4,1,5,13,2,1,12,26,0.282,0.391,0.551,0.943,43,0,2,0,0,0,0,0.362,110,155
248,,Austin Hedges\hedgeau01,vs LHP,2021,48,92,,84,9,15,2,0,4,7,0,0,5,26,0.179,0.222,0.345,0.567,29,0,0,2,1,0,0,0.2,113,53
249,,David Peralta\peralda01,vs LHP,2021,62,92,,86,11,23,8,1,1,12,0,1,5,16,0.267,0.315,0.419,0.734,36,0,1,0,0,0,0,0.319,101,99
250,,Manny Pina\pinama01,vs LHP,2021,55,92,,77,14,17,4,0,6,15,0,0,12,12,0.221,0.348,0.507,0.854,39,2,3,0,0,0,0,0.186,134,131
251,,Luke Voit\voitlu01,vs LHP,2021,44,92,,81,8,21,1,1,3,14,0,0,10,23,0.259,0.348,0.407,0.755,33,5,1,0,0,0,1,0.327,99,107
252,,Joshua Fuentes\fuentjo01,vs LHP,2021,44,91,,84,10,20,6,1,2,12,0,0,7,21,0.238,0.297,0.405,0.702,34,1,0,0,0,1,2,0.295,131,90
253,,Chas McCormick\mccorch01,vs LHP,2021,42,91,,78,14,19,5,0,5,18,0,1,10,28,0.244,0.33,0.5,0.83,39,1,1,0,2,0,0,0.298,115,124
254,,Paul DeJong\dejonpa01,vs LHP,2021,51,90,,80,10,13,3,0,4,7,0,0,8,30,0.163,0.256,0.35,0.606,28,3,2,0,0,0,0,0.196,80,64
255,,Ha-Seong Kim\kimha01,vs LHP,2021,54,90,,81,5,18,7,0,2,14,0,1,7,21,0.222,0.289,0.383,0.672,31,2,1,0,1,1,1,0.271,116,83
256,,Trevor Larnach\larnatr01,vs LHP,2021,47,90,,82,9,15,2,0,2,8,0,0,6,34,0.183,0.244,0.281,0.525,23,2,1,0,1,0,0,0.277,56,44
257,,Jake Marisnick\marisja01,vs LHP,2021,56,90,,81,10,21,4,2,2,11,2,1,5,28,0.259,0.311,0.432,0.743,35,2,2,0,2,0,0,0.359,124,101
258,,Josh Naylor\naylojo01,vs LHP,2021,47,90,,83,9,16,3,0,1,5,0,0,5,21,0.193,0.247,0.265,0.512,22,2,1,0,0,0,1,0.246,49,41
259,,DJ Peters\peterdj01,vs LHP,2021,44,90,,81,7,12,2,0,3,11,0,0,6,31,0.148,0.211,0.284,0.495,23,2,1,0,2,2,0,0.184,55,34
260,,Jurickson Profar\profaju01,vs LHP,2021,56,90,,78,9,12,3,0,1,6,1,1,10,15,0.154,0.247,0.231,0.478,18,4,0,0,1,0,1,0.175,47,33
261,,Daulton Varsho\varshda01,vs LHP,2021,48,90,,82,11,24,5,0,3,11,2,0,8,16,0.293,0.356,0.463,0.819,38,2,0,0,0,1,1,0.333,118,123
262,,Starlin Castro\castrst01,vs LHP,2021,46,89,,83,5,29,6,0,0,11,0,0,5,20,0.349,0.382,0.422,0.804,35,1,0,0,1,0,1,0.453,127,121
263,,Ryan McKenna\mckenry01,vs LHP,2021,40,89,,78,7,12,2,0,1,9,0,0,9,31,0.154,0.25,0.218,0.468,17,0,1,1,0,0,1,0.239,68,31
264,,Tyrone Taylor\tayloty01,vs LHP,2021,48,89,,84,13,25,2,0,5,10,3,0,3,22,0.298,0.337,0.5,0.837,42,2,2,0,0,0,1,0.351,114,126
265,,Marwin Gonzalez\gonzama01,vs LHP,2021,46,88,,84,12,21,9,0,2,9,0,0,4,14,0.25,0.284,0.429,0.713,36,3,0,0,0,0,0,0.279,144,92
266,,Carter Kieboom\kieboca01,vs LHP,2021,41,88,,73,7,13,0,0,3,8,0,0,12,14,0.178,0.318,0.301,0.62,22,3,3,0,0,1,0,0.179,100,72
267,,Bradley Zimmer\zimmebr01,vs LHP,2021,51,88,,76,7,16,1,0,1,5,1,0,7,30,0.211,0.296,0.263,0.559,20,1,3,0,2,0,0,0.319,67,55
268,,Jorge Alfaro\alfarjo01,vs LHP,2021,44,87,,85,4,22,8,0,3,11,0,1,2,29,0.259,0.276,0.459,0.735,39,4,0,0,0,0,1,0.359,132,97
269,,Willians Astudillo\astudwi01,vs LHP,2021,42,87,,83,8,20,4,0,3,12,0,0,2,5,0.241,0.264,0.398,0.662,33,7,1,0,1,0,0,0.224,108,78
270,,Eli White\whiteel04,vs LHP,2021,38,87,,75,8,10,2,0,1,4,1,1,10,23,0.133,0.253,0.2,0.453,15,1,2,0,0,0,0,0.177,63,27
271,,Byron Buxton\buxtoby01,vs LHP,2021,34,86,,80,18,26,9,0,5,6,3,0,4,22,0.325,0.372,0.625,0.997,50,0,2,0,0,0,1,0.396,101,167
272,,Isan Diaz\diazis01,vs LHP,2021,51,86,,77,4,13,2,0,0,3,0,0,7,21,0.169,0.244,0.195,0.439,15,1,1,0,1,2,0,0.228,52,23
273,,Yadiel Hernandez\hernaya01,vs LHP,2021,48,86,,80,12,24,3,1,4,13,1,0,6,23,0.3,0.349,0.513,0.861,41,3,0,0,0,0,1,0.377,130,133
274,,Jake Fraley\fraleja01,vs LHP,2021,44,85,,71,6,12,1,0,1,6,4,1,14,30,0.169,0.306,0.225,0.531,16,1,0,0,0,0,1,0.275,48,50
275,,Owen Miller\milleow01,vs LHP,2021,35,85,,81,4,16,2,0,2,9,2,0,4,25,0.198,0.235,0.296,0.532,24,4,0,0,0,0,0,0.259,93,45
276,,Brett Phillips\phillbr02,vs LHP,2021,47,84,,73,4,8,1,0,1,3,3,0,9,41,0.11,0.207,0.164,0.372,12,2,0,2,0,0,0,0.226,9,4
277,,Clint Frazier\frazicl01,vs LHP,2021,43,82,,69,5,13,1,0,1,3,2,0,13,27,0.188,0.317,0.246,0.564,17,3,0,0,0,0,0,0.293,78,58
278,,Evan Longoria\longoev01,vs LHP,2021,41,82,,66,13,21,3,0,6,13,0,1,15,11,0.318,0.451,0.636,1.088,42,2,1,0,0,3,0,0.306,160,194
279,,Ronald Acuna Jr.\acunaro01,vs LHP,2021,38,81,,63,16,19,3,0,6,16,3,3,15,14,0.302,0.432,0.635,1.067,40,0,1,0,2,0,0,0.289,116,188
280,,Sergio Alcantara\alcanse01,vs LHP,2021,44,81,,69,4,10,1,1,0,3,1,0,9,19,0.145,0.247,0.188,0.435,13,3,1,0,2,1,0,0.192,39,22
281,,Kelvin Gutierrez\gutieke01,vs LHP,2021,42,81,,75,9,19,3,1,2,8,0,1,5,22,0.253,0.309,0.4,0.709,30,3,1,0,0,0,0,0.333,132,93
282,,Jonah Heim\heimjo01,vs LHP,2021,45,81,,75,5,19,6,0,3,13,0,0,3,19,0.253,0.275,0.453,0.728,34,3,0,1,2,0,0,0.291,142,95
283,,Brandon Marsh\marshbr02,vs LHP,2021,40,81,,77,7,20,1,0,0,3,0,0,3,30,0.26,0.288,0.273,0.56,21,0,0,1,0,0,0,0.426,68,56
284,,Zack Short\shortza01,vs LHP,2021,38,81,,67,10,9,2,0,3,8,1,0,12,21,0.134,0.259,0.299,0.558,20,2,0,0,2,1,0,0.133,114,53
285,,Danny Mendick\mendida01,vs LHP,2021,42,80,,73,5,16,0,0,1,8,0,1,7,20,0.219,0.288,0.26,0.548,19,1,0,0,0,0,0,0.289,86,53
286,,Brad Miller\millebr02,vs LHP,2021,55,80,,77,10,13,1,0,4,13,2,0,3,32,0.169,0.2,0.338,0.538,26,2,0,0,0,0,0,0.22,37,44
287,,Yadier Molina\molinya01,vs LHP,2021,42,80,,72,12,20,8,0,3,16,0,0,7,11,0.278,0.338,0.514,0.851,37,1,0,0,1,0,1,0.288,153,130
288,,Anthony Rendon\rendoan01,vs LHP,2021,37,80,,67,6,13,3,0,2,8,0,0,12,9,0.194,0.313,0.328,0.641,22,7,0,0,1,1,0,0.193,81,77
289,,Frank Schwindel\schwifr01,vs LHP,2021,41,80,,71,11,23,5,1,6,11,0,0,9,11,0.324,0.4,0.676,1.076,48,4,0,0,0,2,1,0.315,122,188
290,,Edmundo Sosa\sosaed01,vs LHP,2021,46,79,,69,7,15,2,3,1,9,0,1,4,13,0.217,0.304,0.377,0.681,26,1,5,0,1,0,1,0.25,85,86
291,,Bobby Bradley\bradlbo01,vs LHP,2021,43,78,,68,9,11,3,0,5,12,0,0,7,31,0.162,0.269,0.427,0.696,29,0,3,0,0,0,0,0.188,87,87
292,,Jackie Bradley Jr.\bradlja02,vs LHP,2021,55,78,,65,6,11,0,1,1,6,2,0,10,24,0.169,0.282,0.246,0.528,16,3,1,0,2,0,0,0.238,114,47
293,,Lorenzo Cain\cainlo01,vs LHP,2021,37,78,,68,15,14,4,0,1,12,7,1,10,11,0.206,0.308,0.309,0.617,21,2,0,0,0,0,2,0.232,71,71
294,,Ji-Man Choi\choiji01,vs LHP,2021,44,78,,70,5,13,5,0,0,5,0,0,7,30,0.186,0.269,0.257,0.526,18,0,1,0,0,0,0,0.325,40,46
295,,Kevin Plawecki\plaweke01,vs LHP,2021,40,78,,71,8,22,2,0,2,10,0,0,5,9,0.31,0.372,0.423,0.794,30,3,2,0,0,0,1,0.333,115,118
296,,Lane Thomas\thomala02,vs LHP,2021,35,78,,63,18,24,7,2,1,8,1,2,15,14,0.381,0.5,0.603,1.103,38,2,0,0,0,1,1,0.479,193,201
297,,Max Stassi\stassma01,vs LHP,2021,40,77,,67,9,13,4,0,2,7,0,0,10,25,0.194,0.299,0.343,0.642,23,1,0,0,0,0,0,0.275,72,76
298,,Taylor Ward\wardta01,vs LHP,2021,38,77,,66,10,20,4,0,2,11,0,0,8,14,0.303,0.395,0.455,0.849,30,2,2,1,0,0,1,0.36,123,133
299,,Victor Caratini\caratvi01,vs LHP,2021,50,76,,70,6,19,1,0,1,10,0,0,4,23,0.271,0.316,0.329,0.644,23,1,1,0,1,2,0,0.383,104,78
300,,Brent Rooker\rookebr01,vs LHP,2021,33,76,,66,7,14,5,0,2,4,0,0,6,22,0.212,0.316,0.379,0.695,25,0,4,0,0,0,1,0.286,104,90
301,,Jesus Sanchez\sanchje02,vs LHP,2021,38,76,,70,6,18,2,1,4,8,0,0,5,26,0.257,0.316,0.486,0.802,34,1,1,0,0,1,0,0.35,98,116
